"","State","Industry","Series ID","Month","Turnover"
"429","Victoria","Takeaway food services","A3349566A",2017 Dec,379.8
"430","Victoria","Takeaway food services","A3349566A",2018 Jan,325.2
"431","Victoria","Takeaway food services","A3349566A",2018 Feb,300.6
"432","Victoria","Takeaway food services","A3349566A",2018 Mar,330.4
"433","Victoria","Takeaway food services","A3349566A",2018 Apr,312.1
"434","Victoria","Takeaway food services","A3349566A",2018 May,319.8
"435","Victoria","Takeaway food services","A3349566A",2018 Jun,324.1
"436","Victoria","Takeaway food services","A3349566A",2018 Jul,349.4
"437","Victoria","Takeaway food services","A3349566A",2018 Aug,355.7
"438","Victoria","Takeaway food services","A3349566A",2018 Sep,356.9
"439","Victoria","Takeaway food services","A3349566A",2018 Oct,359.2
"440","Victoria","Takeaway food services","A3349566A",2018 Nov,354.9
"441","Victoria","Takeaway food services","A3349566A",2018 Dec,393.2
